p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards,week,year,plyr_number
ajcoleiii_lv_2022_15,lv_2022_15,ajcoleiii_lv_2022,lv_2022,ajcoleiii,36038,p,lv,1,3,3,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jkscott_lac_2022_15,lac_2022_15,jkscott_lac_2022,lac_2022,jkscott,38809,p,lac,1,4,4,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
corlisswaitman_den_2022_15,den_2022_15,corlisswaitman_den_2022,den_2022,corlisswaitman,39620,p,den,1,7,7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
mitchwishnowsky_sf_2022_15,sf_2022_15,mitchwishnowsky_sf_2022,sf_2022,mitchwishnowsky,44663,p,sf,1,3,3,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
bradenmann_nyj_2022_15,nyj_2022_15,bradenmann_nyj_2022,nyj_2022,bradenmann,44664,p,nyj,1,7,7,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
druechrisman_cin_2022_15,cin_2022_15,druechrisman_cin_2022,cin_2022,druechrisman,44787,p,cin,1,5,5,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
ryanstonehouse_ten_2022_15,ten_2022_15,ryanstonehouse_ten_2022,ten_2022,ryanstonehouse,52045,p,ten,1,3,3,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jordanstout_bal_2022_15,bal_2022_15,jordanstout_bal_2022,bal_2022,jordanstout,57649,p,bal,1,3,3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
pressleyharviniii_pit_2022_15,pit_2022_15,pressleyharviniii_pit_2022,pit_2022,pressleyharviniii,62973,p,pit,1,3,3,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jamiegillan_nyg_2022_15,nyg_2022_15,jamiegillan_nyg_2022,nyg_2022,jamiegillan,63303,p,nyg,1,6,6,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
ryanwright_min_2022_15,min_2022_15,ryanwright_min_2022,min_2022,ryanwright,77591,p,min,1,3,3,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
arrynsiposs_phi_2022_15,phi_2022_15,arrynsiposs_phi_2022,phi_2022,arrynsiposs,82019,p,phi,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jakecamarda_tb_2022_15,tb_2022_15,jakecamarda_tb_2022,tb_2022,jakecamarda,82636,p,tb,1,3,3,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
