p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year,plyr_number
dannypinter_ind_2022_11,ind_2022_11,dannypinter_ind_2022,ind_2022,dannypinter,47339,g,ind,1,0,14,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
stephensullivan_car_2022_11,car_2022_11,stephensullivan_car_2022,car_2022,stephensullivan,40411,te,car,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
taysomhill_no_2022_11,no_2022_11,taysomhill_no_2022,no_2022,taysomhill,12112,te,no,1,0,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
charliewoerner_sf_2022_11,sf_2022_11,charliewoerner_sf_2022,sf_2022,charliewoerner,42257,te,sf,1,0,28,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
bobbyhart_buf_2022_11,buf_2022_11,bobbyhart_buf_2022,buf_2022,bobbyhart,9659,g,buf,1,0,4,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
colbyparkinson_sea_2022_11,sea_2022_11,colbyparkinson_sea_2022,sea_2022,colbyparkinson,52266,te,sea,1,0,29,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
wyattteller_cle_2022_11,cle_2022_11,wyattteller_cle_2022,cle_2022,wyattteller,46131,g,cle,1,0,8,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
quintinmorris_buf_2022_11,buf_2022_11,quintinmorris_buf_2022,buf_2022,quintinmorris,61182,te,buf,1,0,4,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jesperhorsted_lv_2022_11,lv_2022_11,jesperhorsted_lv_2022,lv_2022,jesperhorsted,91465,te,lv,1,0,23,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joefortson_kc_2022_11,kc_2022_11,joefortson_kc_2022,kc_2022,joefortson,94384,te,kc,1,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
trentscott_pit_2022_11,pit_2022_11,trentscott_pit_2022,pit_2022,trentscott,24481,t,pit,1,0,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
grantcalcaterra_phi_2022_11,phi_2022_11,grantcalcaterra_phi_2022,phi_2022,grantcalcaterra,60997,te,phi,1,0,24,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tannerhudson_nyg_2022_11,nyg_2022_11,tannerhudson_nyg_2022,nyg_2022,tannerhudson,66924,te,nyg,1,0,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
nickallegretti_kc_2022_11,kc_2022_11,nickallegretti_kc_2022,kc_2022,nickallegretti,39268,g,kc,1,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
seanharlow_ari_2022_11,ari_2022_11,seanharlow_ari_2022,ari_2022,seanharlow,11891,ol,ari,1,0,1,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jaylonmoore_sf_2022_11,sf_2022_11,jaylonmoore_sf_2022,sf_2022,jaylonmoore,43678,t,sf,1,0,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
lukefarrell_jax_2022_11,jax_2022_11,lukefarrell_jax_2022,jax_2022,lukefarrell,42353,te,jax,1,0,15,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
wyattdavis_ari_2022_11,ari_2022_11,wyattdavis_ari_2022,ari_2022,wyattdavis,59993,g,ari,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
stormnorton_lac_2022_11,lac_2022_11,stormnorton_lac_2022,lac_2022,stormnorton,12188,t,lac,1,0,27,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
millerforristall_cle_2022_11,cle_2022_11,millerforristall_cle_2022,cle_2022,millerforristall,47378,te,cle,1,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
justinmccray_hou_2022_11,hou_2022_11,justinmccray_hou_2022,hou_2022,justinmccray,9234,g,hou,1,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mattpryor_ind_2022_11,ind_2022_11,mattpryor_ind_2022,ind_2022,mattpryor,46647,t,ind,1,0,14,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
