p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year,plyr_number
jalenmills_ne_2022_11,ne_2022_11,jalenmills_ne_2022,ne_2022,jalenmills,10867,cb,ne,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jonathanjones_ne_2022_11,ne_2022_11,jonathanjones_ne_2022,ne_2022,jonathanjones,11217,cb,ne,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
solomonthomas_nyj_2022_11,nyj_2022_11,solomonthomas_nyj_2022,nyj_2022,solomonthomas,11758,di,nyj,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
marlonhumphrey_bal_2022_11,bal_2022_11,marlonhumphrey_bal_2022,bal_2022,marlonhumphrey,11771,cb,bal,1,1,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jabrillpeppers_ne_2022_11,ne_2022_11,jabrillpeppers_ne_2022,ne_2022,jabrillpeppers,11780,s,ne,1,3,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
marcusmaye_no_2022_11,no_2022_11,marcusmaye_no_2022,no_2022,marcusmaye,11794,s,no,1,2,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tyusbowser_bal_2022_11,bal_2022_11,tyusbowser_bal_2022,bal_2022,tyusbowser,11802,ed,bal,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
raekwonmcmillan_ne_2022_11,ne_2022_11,raekwonmcmillan_ne_2022,ne_2022,raekwonmcmillan,11809,lb,ne,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
treyhendrickson_cin_2022_11,cin_2022_11,treyhendrickson_cin_2022,cin_2022,treyhendrickson,11858,ed,cin,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
carllawson_nyj_2022_11,nyj_2022_11,carllawson_nyj_2022,nyj_2022,carllawson,11871,ed,nyj,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jalenreevesmaybin_hou_2022_11,hou_2022_11,jalenreevesmaybin_hou_2022,hou_2022,jalenreevesmaybin,11879,lb,hou,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
deatrichwisejr_ne_2022_11,ne_2022_11,deatrichwisejr_ne_2022,ne_2022,deatrichwisejr,11886,ed,ne,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
davongodchaux_ne_2022_11,ne_2022_11,davongodchaux_ne_2022,ne_2022,davongodchaux,11934,di,ne,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
chuckclark_bal_2022_11,bal_2022_11,chuckclark_bal_2022,bal_2022,chuckclark,11941,s,bal,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tannervallejo_ari_2022_11,ari_2022_11,tannervallejo_ari_2022,ari_2022,tannervallejo,11950,lb,ari,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
alquadinmuhammad_chi_2022_11,chi_2022_11,alquadinmuhammad_chi_2022,chi_2022,alquadinmuhammad,11951,ed,chi,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joejones_ten_2022_11,ten_2022_11,joejones_ten_2022,ten_2022,joejones,12321,lb,ten,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
nathanshepherd_nyj_2022_11,nyj_2022_11,nathanshepherd_nyj_2022,nyj_2022,nathanshepherd,24614,di,nyj,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
anferneejennings_ne_2022_11,ne_2022_11,anferneejennings_ne_2022,ne_2022,anferneejennings,25449,ed,ne,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
clayjohnston_cin_2022_11,cin_2022_11,clayjohnston_cin_2022,cin_2022,clayjohnston,25685,lb,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
clelinferrell_lv_2022_11,lv_2022_11,clelinferrell_lv_2022,lv_2022,clelinferrell,25955,ed,lv,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
djreedjr_nyj_2022_11,nyj_2022_11,djreedjr_nyj_2022,nyj_2022,djreedjr,26940,cb,nyj,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brycehuff_nyj_2022_11,nyj_2022_11,brycehuff_nyj_2022,nyj_2022,brycehuff,27128,ed,nyj,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
siranneal_buf_2022_11,buf_2022_11,siranneal_buf_2022,buf_2022,siranneal,27130,cb,buf,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joshuche_ne_2022_11,ne_2022_11,joshuche_ne_2022,ne_2022,joshuche,27379,ed,ne,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
malikharrison_bal_2022_11,bal_2022_11,malikharrison_bal_2022,bal_2022,malikharrison,28081,lb,bal,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jackjones_ne_2022_11,ne_2022_11,jackjones_ne_2022,ne_2022,jackjones,29050,cb,ne,1,1,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
germainepratt_cin_2022_11,cin_2022_11,germainepratt_cin_2022,cin_2022,germainepratt,29407,lb,cin,1,1,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
loganwilson_cin_2022_11,cin_2022_11,loganwilson_cin_2022,cin_2022,loganwilson,29623,lb,cin,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
deedelaney_tb_2022_11,tb_2022_11,deedelaney_tb_2022,tb_2022,deedelaney,31078,s,tb,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
johnathanabram_lv_2022_11,lv_2022_11,johnathanabram_lv_2022,lv_2022,johnathanabram,34646,s,lv,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
akeemdavisgaither_cin_2022_11,cin_2022_11,akeemdavisgaither_cin_2022,cin_2022,akeemdavisgaither,34788,lb,cin,1,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
taehayes_car_2022_11,car_2022_11,taehayes_car_2022,car_2022,taehayes,35173,cb,car,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
bryanmone_sea_2022_11,sea_2022_11,bryanmone_sea_2022,sea_2022,bryanmone,38461,di,sea,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
krysbarnes_gb_2022_11,gb_2022_11,krysbarnes_gb_2022,gb_2022,krysbarnes,42548,lb,gb,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kristianfulton_ten_2022_11,ten_2022_11,kristianfulton_ten_2022,ten_2022,kristianfulton,42894,cb,ten,1,0,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mackwilson_ne_2022_11,ne_2022_11,mackwilson_ne_2022,ne_2022,mackwilson,43190,lb,ne,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joebachie_cin_2022_11,cin_2022_11,joebachie_cin_2022,cin_2022,joebachie,43250,lb,cin,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mylesbryant_ne_2022_11,ne_2022_11,mylesbryant_ne_2022,ne_2022,mylesbryant,43336,cb,ne,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joshmetellus_min_2022_11,min_2022_11,joshmetellus_min_2022,min_2022,joshmetellus,43395,s,min,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jefferysimmons_ten_2022_11,ten_2022_11,jefferysimmons_ten_2022,ten_2022,jefferysimmons,43742,di,ten,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
byronmurphyjr_ari_2022_11,ari_2022_11,byronmurphyjr_ari_2022,ari_2022,byronmurphyjr,44027,cb,ari,1,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
quinnenwilliams_nyj_2022_11,nyj_2022_11,quinnenwilliams_nyj_2022,nyj_2022,quinnenwilliams,44216,di,nyj,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
justinmadubuike_bal_2022_11,bal_2022_11,justinmadubuike_bal_2022,bal_2022,justinmadubuike,44304,di,bal,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brandonstephens_bal_2022_11,bal_2022_11,brandonstephens_bal_2022,bal_2022,brandonstephens,45644,cb,bal,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
samhubbard_cin_2022_11,cin_2022_11,samhubbard_cin_2022,cin_2022,samhubbard,48457,ed,cin,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
greggaines_lar_2022_11,lar_2022_11,greggaines_lar_2022,lar_2022,greggaines,48706,di,lar,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ljcollier_sea_2022_11,sea_2022_11,ljcollier_sea_2022,sea_2022,ljcollier,48822,di,sea,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
michaeldogbe_ari_2022_11,ari_2022_11,michaeldogbe_ari_2022,ari_2022,michaeldogbe,48850,di,ari,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
danielekuale_ne_2022_11,ne_2022_11,danielekuale_ne_2022,ne_2022,danielekuale,48874,di,ne,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jessiebatesiii_cin_2022_11,cin_2022_11,jessiebatesiii_cin_2022,cin_2022,jessiebatesiii,49162,s,cin,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ezekielturner_ari_2022_11,ari_2022_11,ezekielturner_ari_2022,ari_2022,ezekielturner,49167,lb,ari,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jordanwhitehead_nyj_2022_11,nyj_2022_11,jordanwhitehead_nyj_2022,nyj_2022,jordanwhitehead,49196,s,nyj,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
andrewwingard_jax_2022_11,jax_2022_11,andrewwingard_jax_2022,jax_2022,andrewwingard,49268,s,jax,1,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kindlevildor_chi_2022_11,chi_2022_11,kindlevildor_chi_2022,chi_2022,kindlevildor,49346,cb,chi,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
dannyjohnson_was_2022_11,was_2022_11,dannyjohnson_was_2022,was_2022,dannyjohnson,49379,cb,was,1,2,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ashtyndavis_nyj_2022_11,nyj_2022_11,ashtyndavis_nyj_2022,nyj_2022,ashtyndavis,49560,s,nyj,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
markusbailey_cin_2022_11,cin_2022_11,markusbailey_cin_2022,cin_2022,markusbailey,49681,lb,cin,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
quincywilliams_nyj_2022_11,nyj_2022_11,quincywilliams_nyj_2022,nyj_2022,quincywilliams,49779,lb,nyj,1,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
